"Fecha;Hora;Texto_aviso_WinCC;Lugar_de_averia;Nombre_de_usuario"
"22/11/18;06:49:19 AM;Tunel Vila Olimpica 1 (Analizador2):    Factor de potencia bajo mónimos.;VilaOlimp1;"
"22/11/18;06:49:19 AM;Tunel Vila Olimpica 1 (Analizador2):    Potencia Reactiva bajo mónimos.;VilaOlimp1;"
"22/11/18;06:49:19 AM;Tunel Vila Olimpica 1 (Analizador2):    Potencia Activa bajo mónimos.;VilaOlimp1;"
"22/11/18;06:49:19 AM;Tunel Vila Olimpica 1 (Analizador1):    Corriente UL3 bajo mónimos.;VilaOlimp1;"
"22/11/18;06:49:19 AM;Tunel Vila Olimpica 1 (Analizador1):    Corriente UL2 excesiva.;VilaOlimp1;"
"22/11/18;06:49:19 AM;Tunel Vila Olimpica 1 (Analizador1):    Corriente UL1 bajo mónimos.;VilaOlimp1;"
"22/11/18;06:49:19 AM;Tunel Vila Olimpica 1 (Analizador1):    Tensión UL-L bajo mónimos.;VilaOlimp1;"
"22/11/18;06:49:19 AM;Tunel Vila Olimpica 1 (Analizador1):    Factor de potencia bajo mónimos.;VilaOlimp1;"
"22/11/18;06:49:19 AM;Tunel Vila Olimpica 1 (Analizador1):    Potencia Reactiva bajo mónimos.;VilaOlimp1;"
"22/11/18;06:49:19 AM;Tunel Vila Olimpica 1 (Analizador1):    Potencia Activa bajo mónimos.;VilaOlimp1;"
"22/11/18;06:48:45 AM;Tunel Autogeneracion:    Fallo Comunicación;Autogenera;"
"22/11/18;06:42:31 AM;Tunel Autogeneracion:    Fallo Comunicación;Autogenera;"
"22/11/18;06:39:45 AM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"22/11/18;06:37:31 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;06:37:17 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;06:36:35 AM;Tunel Autogeneracion:    Fallo Comunicación;Autogenera;"
"22/11/18;06:30:51 AM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"22/11/18;06:29:31 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;06:29:17 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;06:24:14 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;06:24:02 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;06:20:56 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;06:20:45 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;06:15:42 AM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"22/11/18;06:14:14 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;06:14:04 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;06:05:02 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;06:04:56 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;06:04:44 AM;Tunel Forum:    Fallo Comunicación;Forum;"
"22/11/18;06:04:21 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;06:04:14 AM;Tunel Forum:    Fallo Comunicación;Forum;"
"22/11/18;06:02:28 AM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"22/11/18;05:59:28 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;05:58:26 AM;WEBRT:RONDAS-PC:WebClient UTERONDESBCN04 - conexión desconectada (Usuario=operador);;"
"22/11/18;05:55:26 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;05:55:11 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;05:54:21 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;05:49:32 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;05:46:00 AM;Tunel Baró de Viver:    Fallo Comunicación;Baro Viver;"
"22/11/18;05:45:46 AM;Tunel Baró de Viver:    Fallo Comunicación;Baro Viver;"
"22/11/18;05:42:32 AM;Pozo 9:    Fallo Comunicación;Pozo 9;"
"22/11/18;05:42:06 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;05:41:50 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;05:25:58 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;05:25:54 AM;Tunel Media Poble Nou:     Fallo Comunicación;MPoble Nou;"
"22/11/18;05:25:46 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;05:18:36 AM;Tunel Media Poble Nou:     Fallo Comunicación;MPoble Nou;"
"22/11/18;05:09:08 AM;Pozo 9:    Fallo Comunicación;Pozo 9;"
"22/11/18;05:08:26 AM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"22/11/18;05:08:14 AM;Pozo 5:    Fallo Comunicación;Pozo 5;"
"22/11/18;05:06:11 AM;Tunel Collserola:    Fallo Comunicacion;Collserola;"
"22/11/18;05:05:56 AM;Tunel Collserola:    Fallo Comunicacion;Collserola;"
"22/11/18;05:02:18 AM;Pozo 5:    Fallo Comunicación;Pozo 5;"
"22/11/18;04:59:38 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;04:59:26 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;04:52:12 AM;Pozo 9:    Fallo Comunicación;Pozo 9;"
"22/11/18;04:46:02 AM;Pozo 9:    Fallo Comunicación;Pozo 9;"
"22/11/18;04:27:42 AM;Tunel Baró de Viver:    Fallo Comunicación;Baro Viver;"
"22/11/18;04:27:32 AM;Tunel Baró de Viver:    Fallo Comunicación;Baro Viver;"
"22/11/18;04:21:32 AM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"22/11/18;04:19:57 AM;Pozo 8:    Fallo Comunicación;Pozo 8;"
"22/11/18;04:08:56 AM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"22/11/18;04:08:50 AM;Pozo 8:    Fallo Comunicación;Pozo 8;"
"22/11/18;04:06:47 AM;Tunel Bon Pastor:    Alarma Intrusion;Bon Pastor;"
"22/11/18;04:05:46 AM;Tunel Bon Pastor:    Alarma Intrusion;Bon Pastor;"
"22/11/18;04:05:00 AM;Tunel Media Poble Nou:     Fallo Comunicación;MPoble Nou;"
"22/11/18;04:04:34 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;04:04:24 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;03:55:16 AM;Pozo 9:    Fallo Comunicación;Pozo 9;"
"22/11/18;03:34:14 AM;Pozo 9:    Fallo Comunicación;Pozo 9;"
"22/11/18;03:33:22 AM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"22/11/18;03:25:28 AM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"22/11/18;03:24:02 AM;Pozo 8:    Fallo Comunicación;Pozo 8;"
"22/11/18;03:23:30 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;03:23:21 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;03:18:42 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;03:17:32 AM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"22/11/18;03:17:21 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;03:13:30 AM;Pozo 9:    Fallo Comunicación;Pozo 9;"
"22/11/18;03:12:06 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;03:11:52 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;03:09:46 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;03:09:21 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;03:06:16 AM;Pozo 8:    Fallo Comunicación;Pozo 8;"
"22/11/18;03:03:58 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;03:03:38 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;03:02:36 AM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"22/11/18;03:02:14 AM;Tunel Poble Nou:     Fallo Comunicación;Poble Nou;"
"22/11/18;02:59:31 AM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"22/11/18;02:56:27 AM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"22/11/18;02:55:54 AM;Tunel Bon Pastor:    Alarma Intrusion;Bon Pastor;"
"22/11/18;02:55:03 AM;Tunel Bon Pastor:    Alarma Intrusion;Bon Pastor;"
"22/11/18;02:30:23 AM;Tunel Poble Nou:     Fallo Comunicación;Poble Nou;"
"22/11/18;02:30:01 AM;Tunel Forum:    Fallo Comunicación;Forum;"
"22/11/18;02:29:49 AM;Tunel Forum:    Fallo Comunicación;Forum;"
"22/11/18;02:28:13 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;02:28:02 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;02:19:37 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;02:19:25 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;02:13:27 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;02:13:13 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;01:59:31 AM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"22/11/18;01:57:51 AM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"22/11/18;01:56:53 AM;Pozo 9:    Fallo Comunicación;Pozo 9;"
"22/11/18;01:54:31 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;01:54:19 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;01:32:35 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;01:32:23 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;01:24:55 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;01:24:45 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;01:17:17 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;01:17:09 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;01:16:19 AM;Tunel Baró de Viver:    Fallo Comunicación;Baro Viver;"
"22/11/18;01:16:03 AM;Tunel Baró de Viver:    Fallo Comunicación;Baro Viver;"
"22/11/18;01:05:33 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;01:05:13 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;01:02:13 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;01:02:01 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;01:00:00 AM;Tunel Morrot:    Fallo Comunicación;Morrot;"
"22/11/18;01:00:00 AM;Tunel San Feliu:    Fallo Comunicación;San Feliu;"
"22/11/18;01:00:00 AM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"22/11/18;01:00:00 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;01:00:00 AM;Tunel Media Poble Nou:     Fallo Comunicación;MPoble Nou;"
"22/11/18;01:00:00 AM;Pozo 8:    Fallo Comunicación;Pozo 8;"
"22/11/18;01:00:00 AM;Tunel Poble Nou:     Fallo Comunicación;Poble Nou;"
"22/11/18;01:00:00 AM;Tunel Morrot:    Fallo Comunicación;Morrot;"
"22/11/18;01:00:00 AM;Tunel Maquinista:    Fallo Comunicación;Maquinista;"
"22/11/18;01:00:00 AM;Pozo 10:     Fallo Comunicación;Pozo 10;"
"22/11/18;01:00:00 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;01:00:00 AM;Tunel Nus Trinitat:    Fallo Comunicación;Nus Trinit;"
"22/11/18;01:00:00 AM;Tunel Media Poble Nou:     Fallo Comunicación;MPoble Nou;"
"22/11/18;01:00:00 AM;Tunel Morrot:    Fallo Comunicación;Morrot;"
"22/11/18;01:00:00 AM;Tunel San Feliu:    Fallo Comunicación;San Feliu;"
"22/11/18;01:00:00 AM;Pozo 9:    Fallo Comunicación;Pozo 9;"
"22/11/18;01:00:00 AM;Tunel Maquinista:    Fallo Comunicación;Maquinista;"
"22/11/18;01:00:00 AM;Pozo 8:    Fallo Comunicación;Pozo 8;"
"22/11/18;01:00:00 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;01:00:00 AM;Pozo 7:    Fallo Comunicación;Pozo 7;"
"22/11/18;01:00:00 AM;Tunel Media Poble Nou:     Fallo Comunicación;MPoble Nou;"
"22/11/18;01:00:00 AM;Pozo 6:    Fallo comunicaciones;Pozo 6;"
"22/11/18;01:00:00 AM;Tunel San Feliu:    Fallo Comunicación;San Feliu;"
"22/11/18;01:00:00 AM;Pozo 5:    Fallo Comunicación;Pozo 5;"
"22/11/18;01:00:00 AM;Pozo 9:    Fallo Comunicación;Pozo 9;"
"22/11/18;01:00:00 AM;Pozo 3:    Fallo Comunicación;Pozo 3;"
"22/11/18;01:00:00 AM;Pozo 8:    Fallo Comunicación;Pozo 8;"
"22/11/18;01:00:00 AM;Pozo 2:     Fallo Comunicación;Pozo 2;"
"22/11/18;01:00:00 AM;Pozo 7:    Fallo Comunicación;Pozo 7;"
"22/11/18;01:00:00 AM;Pozo 11:     Fallo Comunicación;Pozo 11;"
"22/11/18;01:00:00 AM;Pozo 6:    Fallo comunicaciones;Pozo 6;"
"22/11/18;01:00:00 AM;Pozo 10:     Fallo Comunicación;Pozo 10;"
"22/11/18;01:00:00 AM;Pozo 5:    Fallo Comunicación;Pozo 5;"
"22/11/18;01:00:00 AM;Tunel Nus Trinitat:    Fallo Comunicación;Nus Trinit;"
"22/11/18;01:00:00 AM;Pozo 3:    Fallo Comunicación;Pozo 3;"
"22/11/18;01:00:00 AM;Tunel Forum:    Fallo Comunicación;Forum;"
"22/11/18;01:00:00 AM;Pozo 2:     Fallo Comunicación;Pozo 2;"
"22/11/18;01:00:00 AM;Tunel Can Clota:    Fallo Comunicación;Can Clota;"
"22/11/18;01:00:00 AM;Pozo 11:     Fallo Comunicación;Pozo 11;"
"22/11/18;01:00:00 AM;Tunel Baró de Viver:    Fallo Comunicación;Baro Viver;"
"22/11/18;01:00:00 AM;Tunel Autogeneracion:    Fallo Comunicación;Autogenera;"
"22/11/18;01:00:00 AM;Tunel Bon Pastor:    Fallo Comunicación;Bon Pastor;"
"22/11/18;01:00:00 AM;Tunel Bon Pastor:    Fallo Comunicación;Bon Pastor;"
"22/11/18;01:00:00 AM;Tunel Can Clota:    Fallo Comunicación;Can Clota;"
"22/11/18;01:00:00 AM;Tunel Autogeneracion:    Fallo Comunicación;Autogenera;"
"22/11/18;01:00:00 AM;Tunel Forum:    Fallo Comunicación;Forum;"
"22/11/18;12:44:15 AM;Tunel Media Poble Nou:     Fallo Comunicación;MPoble Nou;"
"22/11/18;12:41:39 AM;Pozo 8:    Fallo Comunicación;Pozo 8;"
"22/11/18;12:38:41 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;12:38:29 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;12:37:37 AM;Tunel Media Poble Nou:     Fallo Comunicación;MPoble Nou;"
"22/11/18;12:32:57 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;12:32:45 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;12:31:19 AM;Pozo 5:    Fallo Comunicación;Pozo 5;"
"22/11/18;12:29:58 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;12:29:31 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;12:24:30 AM;Pozo 5:    Fallo Comunicación;Pozo 5;"
"22/11/18;12:20:28 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;12:20:22 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;12:19:46 AM;Tunel San Feliu:    Fallo Comunicación;San Feliu;"
"22/11/18;12:19:36 AM;Tunel San Feliu:    Fallo Comunicación;San Feliu;"
"22/11/18;12:16:00 AM;AM:ESCADARONDAS:Backup:Error al escribir en la ruta Backup;;"
"22/11/18;12:15:32 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;12:15:22 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;11:56:48 PM;Pozo 9:    Fallo Comunicación;Pozo 9;"
"21/11/18;11:46:00 PM;Pozo 9:    Fallo Comunicación;Pozo 9;"
"21/11/18;11:38:58 PM;Pozo 8:    Fallo Comunicación;Pozo 8;"
"21/11/18;11:38:52 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;11:38:40 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;11:27:36 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;11:27:20 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;11:24:24 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;11:24:00 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;11:23:22 PM;Pozo 8:    Fallo Comunicación;Pozo 8;"
"21/11/18;11:21:44 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;11:21:34 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;11:20:22 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;11:20:11 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;11:16:24 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;11:16:10 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;11:11:46 PM;Tunel Baró de Viver:    Fallo Comunicación;Baro Viver;"
"21/11/18;11:11:18 PM;Tunel Baró de Viver:    Fallo Comunicación;Baro Viver;"
"21/11/18;11:07:34 PM;Tunel Media Poble Nou:     Fallo Comunicación;MPoble Nou;"
"21/11/18;11:03:34 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;11:03:26 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;11:01:25 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;11:01:04 PM;Tunel Poble Nou:     Fallo Comunicación;Poble Nou;"
"21/11/18;10:56:44 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;10:56:38 PM;Tunel Poble Nou:     Fallo Comunicación;Poble Nou;"
"21/11/18;10:51:54 PM;Tunel Morrot:    Alarma Intrusion;Morrot;"
"21/11/18;10:51:44 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;10:51:32 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;10:47:37 PM;Tunel Morrot:    Alarma Intrusion;Morrot;"
"21/11/18;10:46:44 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;10:46:30 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;10:44:50 PM;Pozo 7:    Fallo Comunicación;Pozo 7;"
"21/11/18;10:37:52 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;10:37:38 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;10:36:50 PM;Pozo 7:    Fallo Comunicación;Pozo 7;"
"21/11/18;10:26:24 PM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"21/11/18;10:25:10 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;10:25:00 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;10:19:40 PM;Tunel Poble Nou:     Fallo Comunicación;Poble Nou;"
"21/11/18;10:19:25 PM;Tunel Baró de Viver:    Fallo Comunicación;Baro Viver;"
"21/11/18;10:19:07 PM;Tunel Baró de Viver:    Fallo Comunicación;Baro Viver;"
"21/11/18;10:18:21 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;10:13:30 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;10:12:54 PM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"21/11/18;10:05:18 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;10:05:06 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;10:03:04 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;10:02:51 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;10:02:50 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;10:00:20 PM;Pozo 5:    Fallo Comunicación;Pozo 5;"
"21/11/18;09:58:10 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;09:57:16 PM;Tunel Poble Nou:     Fallo Comunicación;Poble Nou;"
"21/11/18;09:56:51 PM;Pozo 5:    Fallo Comunicación;Pozo 5;"
"21/11/18;09:53:12 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;09:52:48 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;09:50:04 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;09:49:50 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;09:38:16 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;09:38:04 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;09:35:31 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;09:32:45 PM;Pozo 8:    Fallo Comunicación;Pozo 8;"
"21/11/18;09:30:58 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;09:25:52 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;09:25:37 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;09:20:25 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;09:15:51 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;09:10:21 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;09:05:35 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;09:04:22 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;09:04:21 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;08:59:29 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;08:59:15 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;08:51:33 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;08:51:25 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;08:49:47 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;08:49:31 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;08:44:35 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;08:44:07 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;08:44:07 PM;Tunel Baró de Viver:    Fallo Comunicación;Baro Viver;"
"21/11/18;08:43:45 PM;Tunel Baró de Viver:    Fallo Comunicación;Baro Viver;"
"21/11/18;08:42:15 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;08:41:59 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;08:41:58 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;08:36:57 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;08:33:29 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;08:32:41 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;08:31:19 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;08:31:07 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;08:27:57 PM;Tunel Forum:    Fallo Comunicación;Forum;"
"21/11/18;08:27:45 PM;Tunel Forum:    Fallo Comunicación;Forum;"
"21/11/18;08:23:51 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;08:23:33 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;08:21:27 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;08:16:51 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"21/11/18;08:15:29 PM;Pozo 8:    Fallo Comunicación;Pozo 8;"
"21/11/18;08:13:33 PM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"21/11/18;08:11:49 PM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
